city,date,fare,ride_id,driver_count,type
New Kimberlyborough,1/30/2019 21:46,29.09,8590000000000.0,33,Urban
Port Johnbury,4/11/2019 10:26,9.1,7800000000000.0,3,Urban
West Patrickchester,4/19/2019 3:26,44.5,8640000000000.0,25,Urban
West Robert,1/11/2019 11:10,5.16,1590000000000.0,39,Urban
New Paulton,3/28/2019 3:35,14.94,3700000000000.0,44,Urban
South Latoya,3/19/2019 16:19,31.72,364000000000.0,10,Urban
Robertport,2/18/2019 15:01,43.47,8000000000000.0,12,Urban
Valentineton,1/19/2019 19:40,6.71,9050000000000.0,45,Urban
South Latoya,1/18/2019 20:09,10.98,7140000000000.0,10,Urban
Simpsonburgh,1/12/2019 4:35,24.83,3150000000000.0,21,Urban
West Patrickchester,2/12/2019 16:33,22.64,4550000000000.0,25,Urban
Richardfort,4/17/2019 2:26,23.0,720000000000.0,38,Urban
Hurleymouth,2/20/2019 10:47,17.07,7020000000000.0,36,Urban
Leahton,1/27/2019 8:09,29.36,2920000000000.0,17,Urban
West Anthony,4/29/2019 1:12,27.04,4380000000000.0,70,Urban
New Kimberlyborough,1/5/2019 9:33,39.47,2810000000000.0,33,Urban
South Latoya,3/19/2019 22:03,40.29,660000000000.0,10,Urban
Williamsstad,4/12/2019 12:30,17.57,7100000000000.0,59,Urban
South Karenland,2/1/2019 19:45,31.64,9380000000000.0,4,Urban
North Jason,4/16/2019 15:23,24.07,9730000000000.0,6,Urban
West Angela,1/27/2019 9:35,9.24,2620000000000.0,48,Urban
Lake Danielberg,2/8/2019 5:58,10.31,2460000000000.0,19,Urban
Port Samanthamouth,4/6/2019 13:42,24.18,8480000000000.0,57,Urban
New Jacobville,2/9/2019 2:25,37.51,5690000000000.0,50,Urban
New Kimberlyborough,3/10/2019 13:55,10.83,1560000000000.0,33,Urban
New Kimberlyborough,1/8/2019 18:59,13.34,627000000000.0,33,Urban
Karenberg,3/5/2019 1:38,44.1,9230000000000.0,22,Urban
South Phillip,4/11/2019 10:09,21.06,4830000000000.0,38,Urban
Loganberg,1/20/2019 1:34,38.66,7240000000000.0,23,Urban
Carriemouth,5/1/2019 4:53,10.97,8790000000000.0,52,Urban
West Patrickchester,1/21/2019 14:48,19.44,2090000000000.0,25,Urban
Martinezhaven,2/7/2019 21:45,4.31,9330000000000.0,25,Urban
Karenside,1/8/2019 8:49,22.64,2410000000000.0,5,Urban
North Jason,3/24/2019 7:40,32.72,7960000000000.0,6,Urban
Lake Danielberg,3/28/2019 9:56,28.53,9810000000000.0,19,Urban
Pattyland,4/3/2019 3:29,14.06,5400000000000.0,59,Urban
Pattyland,2/21/2019 17:53,7.06,5810000000000.0,59,Urban
Loganberg,1/11/2019 4:27,44.34,1380000000000.0,23,Urban
Leahton,2/28/2019 13:10,9.08,8200000000000.0,17,Urban
Reynoldsfurt,1/17/2019 21:35,24.84,5000000000000.0,67,Urban
Raymondhaven,2/22/2019 23:54,7.64,7310000000000.0,11,Urban
South Latoya,2/12/2019 22:59,5.54,840000000000.0,10,Urban
Lake Scottton,1/18/2019 2:32,31.92,5710000000000.0,58,Urban
Port David,2/24/2019 22:20,35.63,3350000000000.0,7,Urban
Roberthaven,4/5/2019 14:01,31.09,1020000000000.0,47,Urban
Rogerston,3/24/2019 2:56,39.6,9200000000000.0,25,Urban
Karenberg,4/27/2019 14:57,44.73,3800000000000.0,22,Urban
Martinezhaven,4/14/2019 16:26,32.57,971000000000.0,25,Urban
South Evanton,1/20/2019 23:10,25.94,3430000000000.0,11,Urban
North Jasmine,4/26/2019 12:08,35.33,6860000000000.0,33,Urban
Hurleymouth,1/12/2019 1:19,10.64,8130000000000.0,36,Urban
West Robert,3/7/2019 15:57,12.22,2710000000000.0,39,Urban
Deanville,4/21/2019 23:32,33.37,7760000000000.0,49,Urban
South Michelleport,1/9/2019 1:48,10.68,3240000000000.0,72,Urban
Royland,2/2/2019 12:51,42.52,7840000000000.0,64,Urban
Rodneyfort,4/10/2019 23:38,25.4,9060000000000.0,34,Urban
North Madeline,1/12/2019 9:42,20.82,8110000000000.0,19,Urban
Lake Danielberg,4/28/2019 4:00,39.82,7890000000000.0,19,Urban
Port Johnbury,5/2/2019 12:46,42.42,3250000000000.0,3,Urban
Richardfort,4/21/2019 3:44,9.54,3700000000000.0,38,Urban
Liumouth,3/22/2019 4:06,33.1,3680000000000.0,69,Urban
Roberthaven,1/21/2019 19:25,23.14,4940000000000.0,47,Urban
Amandaburgh,1/21/2019 4:12,9.26,5530000000000.0,12,Urban
South Evanton,4/25/2019 0:37,26.84,1540000000000.0,11,Urban
Port Samanthamouth,3/25/2019 13:20,34.94,822000000000.0,57,Urban
South Michelleport,3/13/2019 4:21,10.44,5680000000000.0,72,Urban
North Madeline,1/14/2019 3:43,31.88,8710000000000.0,19,Urban
Hurleymouth,3/17/2019 6:50,29.95,5230000000000.0,36,Urban
Port David,4/10/2019 14:27,26.68,5360000000000.0,7,Urban
Pattyland,2/10/2019 2:55,24.39,7260000000000.0,59,Urban
Liumouth,3/17/2019 19:21,19.05,9120000000000.0,69,Urban
Robertport,4/3/2019 1:20,15.14,6670000000000.0,12,Urban
Hurleymouth,4/1/2019 6:26,9.94,4060000000000.0,36,Urban
West Samuelburgh,4/17/2019 11:25,15.03,4020000000000.0,73,Urban
South Phillip,3/18/2019 4:11,17.57,8430000000000.0,38,Urban
West Josephberg,1/29/2019 2:13,7.58,6140000000000.0,45,Urban
Roberthaven,2/16/2019 10:23,14.95,6650000000000.0,47,Urban
West Christopherberg,3/27/2019 23:57,21.55,2200000000000.0,32,Urban
Christopherfurt,3/30/2019 13:15,31.3,7460000000000.0,41,Urban
Hurleymouth,2/1/2019 3:23,22.39,6070000000000.0,36,Urban
Port Frank,3/16/2019 20:54,30.24,1450000000000.0,23,Urban
Lake Danielberg,1/16/2019 11:59,20.07,8450000000000.0,19,Urban
West Ericstad,3/28/2019 13:29,22.28,3140000000000.0,25,Urban
Karenside,3/11/2019 16:18,44.29,3270000000000.0,5,Urban
South Evanton,3/17/2019 0:31,36.31,2780000000000.0,11,Urban
West Heidi,5/5/2019 15:47,37.75,3650000000000.0,28,Urban
Robertport,2/28/2019 22:50,13.39,681000000000.0,12,Urban
South Jack,1/5/2019 11:31,13.14,6810000000000.0,46,Urban
West Josephberg,2/28/2019 18:19,11.1,3530000000000.0,45,Urban
Port Frank,3/26/2019 19:09,28.83,890000000000.0,23,Urban
Barajasview,2/19/2019 2:25,26.83,937000000000.0,26,Urban
Justinberg,1/3/2019 22:50,5.81,9260000000000.0,39,Urban
North Barbara,4/17/2019 2:49,39.18,3500000000000.0,18,Urban
West Angela,3/8/2019 13:24,4.92,5450000000000.0,48,Urban
South Latoya,3/19/2019 7:54,30.03,9560000000000.0,10,Urban
Hurleymouth,1/18/2019 10:59,4.66,8620000000000.0,36,Urban
Johnton,4/5/2019 7:12,22.87,1030000000000.0,27,Urban
Carriemouth,3/27/2019 2:11,38.69,4410000000000.0,52,Urban
Reynoldsfurt,4/19/2019 0:56,13.63,7990000000000.0,67,Urban
Christopherfurt,3/16/2019 19:46,19.61,2290000000000.0,41,Urban
Liumouth,4/28/2019 0:26,5.42,8030000000000.0,69,Urban
New Kimberlyborough,3/19/2019 7:17,15.78,6410000000000.0,33,Urban
Martinezhaven,3/7/2019 12:26,23.55,7390000000000.0,25,Urban
East Kaylahaven,4/6/2019 16:17,35.79,8930000000000.0,65,Urban
Simpsonburgh,4/26/2019 9:31,33.71,2600000000000.0,21,Urban
Lake Jonathanshire,1/28/2019 0:07,5.67,9760000000000.0,5,Urban
Robertport,4/19/2019 19:45,39.57,3970000000000.0,12,Urban
South Karenland,3/20/2019 10:34,33.24,3100000000000.0,4,Urban
Raymondhaven,3/7/2019 20:59,17.66,9260000000000.0,11,Urban
Port David,2/18/2019 14:47,20.16,1850000000000.0,7,Urban
Royland,2/20/2019 19:14,38.28,3620000000000.0,64,Urban
East Kaylahaven,1/29/2019 7:28,41.62,7160000000000.0,65,Urban
Valentineton,2/23/2019 11:46,19.99,9660000000000.0,45,Urban
Martinezhaven,3/12/2019 10:02,21.18,4050000000000.0,25,Urban
South Phillip,2/19/2019 20:47,28.62,4410000000000.0,38,Urban
Royland,5/4/2019 2:54,15.14,4990000000000.0,64,Urban
West Heidi,2/5/2019 19:24,24.32,426000000000.0,28,Urban
East Kaylahaven,2/28/2019 16:46,33.72,1220000000000.0,65,Urban
New Kimberlyborough,4/3/2019 16:27,14.73,9080000000000.0,33,Urban
South Karenland,1/10/2019 23:48,37.58,7170000000000.0,4,Urban
Richardfort,2/3/2019 0:14,29.04,4980000000000.0,38,Urban
Justinberg,3/10/2019 5:15,22.43,5550000000000.0,39,Urban
Huntermouth,3/21/2019 8:44,32.42,3390000000000.0,37,Urban
Roberthaven,3/22/2019 4:19,34.69,1770000000000.0,47,Urban
West Heidi,3/11/2019 16:10,43.45,4650000000000.0,28,Urban
Raymondhaven,2/17/2019 2:06,39.7,3250000000000.0,11,Urban
Karenside,4/16/2019 23:13,39.32,3160000000000.0,5,Urban
Rogerston,3/16/2019 20:49,43.82,4720000000000.0,25,Urban
Port Johnbury,4/28/2019 16:29,36.42,274000000000.0,3,Urban
West Josephberg,1/18/2019 12:47,43.85,9650000000000.0,45,Urban
North Jasmine,2/5/2019 22:28,19.21,6790000000000.0,33,Urban
Loganberg,4/10/2019 4:59,35.97,8830000000000.0,23,Urban
Barajasview,4/15/2019 20:37,17.76,8100000000000.0,26,Urban
New Paulton,4/17/2019 20:05,44.43,338000000000.0,44,Urban
West Angela,1/19/2019 0:36,40.4,741000000000.0,48,Urban
North Jasmine,2/18/2019 3:09,31.49,9760000000000.0,33,Urban
North Barbara,2/11/2019 18:51,43.26,8970000000000.0,18,Urban
Rogerston,3/2/2019 0:54,25.14,1720000000000.0,25,Urban
Williamsstad,2/21/2019 10:56,4.9,7180000000000.0,59,Urban
South Jack,1/14/2019 17:06,40.65,5440000000000.0,46,Urban
West Anthony,4/15/2019 11:02,43.82,4380000000000.0,70,Urban
Royland,2/12/2019 1:18,44.33,5320000000000.0,64,Urban
West Angela,4/3/2019 14:44,23.52,4840000000000.0,48,Urban
Liumouth,2/22/2019 3:55,6.39,8120000000000.0,69,Urban
Amandaburgh,4/19/2019 16:30,6.27,4400000000000.0,12,Urban
West Ericstad,1/23/2019 10:13,10.12,8040000000000.0,25,Urban
South Jack,1/15/2019 5:51,5.58,1790000000000.0,46,Urban
Barajasview,5/2/2019 21:02,17.12,4630000000000.0,26,Urban
Amandaburgh,3/20/2019 7:40,27.45,3700000000000.0,12,Urban
East Kaylahaven,3/17/2019 23:54,8.62,1950000000000.0,65,Urban
Port Samanthamouth,1/27/2019 0:57,28.46,883000000000.0,57,Urban
New Paulville,1/25/2019 15:19,15.04,7530000000000.0,44,Urban
West Anthony,4/3/2019 2:42,10.56,3760000000000.0,70,Urban
Raymondhaven,1/6/2019 20:15,21.19,9470000000000.0,11,Urban
Rogerston,1/3/2019 21:45,36.28,7090000000000.0,25,Urban
Port David,4/2/2019 16:53,41.14,2690000000000.0,7,Urban
North Markport,2/8/2019 22:01,34.69,2740000000000.0,22,Urban
West Angela,3/4/2019 17:50,20.72,1780000000000.0,48,Urban
South Michelleport,4/21/2019 18:31,21.98,5890000000000.0,72,Urban
Port Frank,2/10/2019 8:14,40.82,6390000000000.0,23,Urban
Rogerston,2/14/2019 5:24,19.42,8770000000000.0,25,Urban
Joneschester,4/2/2019 4:52,10.52,4970000000000.0,39,Urban
South Karenland,3/17/2019 1:22,23.26,557000000000.0,4,Urban
West Angela,5/5/2019 14:17,23.66,9190000000000.0,48,Urban
Royland,2/10/2019 13:50,11.24,4950000000000.0,64,Urban
Christopherfurt,1/30/2019 22:09,6.32,4290000000000.0,41,Urban
Barajasview,4/9/2019 8:10,39.36,1800000000000.0,26,Urban
Christopherfurt,2/8/2019 11:46,25.76,952000000000.0,41,Urban
Leahton,1/13/2019 0:03,9.37,4670000000000.0,17,Urban
Port Angela,4/15/2019 23:02,20.16,6490000000000.0,67,Urban
Loganberg,1/13/2019 23:53,41.86,7050000000000.0,23,Urban
West Heidi,2/24/2019 4:41,40.8,4270000000000.0,28,Urban
Robertport,2/24/2019 22:01,8.48,2890000000000.0,12,Urban
Karenside,3/14/2019 17:07,16.31,8820000000000.0,5,Urban
West Christopherberg,3/20/2019 3:04,42.83,6900000000000.0,32,Urban
West Gabriel,1/15/2019 14:51,13.38,7560000000000.0,57,Urban
Simpsonburgh,4/1/2019 4:02,25.65,2870000000000.0,21,Urban
West Robert,5/4/2019 4:36,5.36,9800000000000.0,39,Urban
Loganberg,2/17/2019 7:58,44.47,3540000000000.0,23,Urban
West Anthony,4/20/2019 20:13,11.85,4270000000000.0,70,Urban
Jerryton,5/1/2019 17:20,4.97,8100000000000.0,64,Urban
North Jasmine,3/4/2019 16:59,42.58,8860000000000.0,33,Urban
North Madeline,1/26/2019 2:37,5.59,3680000000000.0,19,Urban
Royland,3/25/2019 18:17,7.09,5660000000000.0,64,Urban
New Paulton,1/21/2019 17:04,18.3,3720000000000.0,44,Urban
Richardfort,2/8/2019 15:50,16.55,2270000000000.0,38,Urban
Barajasview,2/3/2019 9:58,39.39,9440000000000.0,26,Urban
Pattyland,4/18/2019 23:27,28.66,2340000000000.0,59,Urban
West Christopherberg,2/17/2019 3:30,4.4,4350000000000.0,32,Urban
Grahamburgh,2/25/2019 12:18,14.51,6160000000000.0,61,Urban
New Kimberlyborough,4/11/2019 10:38,12.01,136000000000.0,33,Urban
North Madeline,5/2/2019 23:25,11.94,7530000000000.0,19,Urban
Simpsonburgh,4/12/2019 19:38,22.45,7810000000000.0,21,Urban
Martinezhaven,2/16/2019 17:25,15.33,9810000000000.0,25,Urban
West Heidi,3/30/2019 2:27,11.15,2260000000000.0,28,Urban
Christopherfurt,4/12/2019 14:37,22.91,5930000000000.0,41,Urban
Karenside,4/28/2019 2:38,39.41,4710000000000.0,5,Urban
Rogerston,4/1/2019 9:27,28.54,9960000000000.0,25,Urban
West Samuelburgh,2/19/2019 11:01,17.77,7610000000000.0,73,Urban
Joneschester,3/17/2019 22:39,15.35,2310000000000.0,39,Urban
West Heidi,2/27/2019 11:19,35.19,7000000000000.0,28,Urban
West Heidi,3/2/2019 9:13,23.55,6480000000000.0,28,Urban
Roberthaven,3/30/2019 15:12,16.2,2950000000000.0,47,Urban
Karenberg,4/7/2019 16:28,16.11,4810000000000.0,22,Urban
Port Angela,3/8/2019 16:32,23.06,2750000000000.0,67,Urban
Hurleymouth,2/7/2019 6:07,36.7,175000000000.0,36,Urban
Simpsonburgh,3/31/2019 11:49,24.16,9710000000000.0,21,Urban
South Jack,3/14/2019 17:18,18.66,3510000000000.0,46,Urban
New Jacobville,3/10/2019 1:02,10.63,650000000000.0,50,Urban
Williamsstad,4/16/2019 16:21,32.43,7180000000000.0,59,Urban
Port Johnbury,3/27/2019 8:26,38.99,4120000000000.0,3,Urban
North Jasmine,2/17/2019 0:27,35.11,6620000000000.0,33,Urban
South Jack,1/3/2019 23:11,4.95,9010000000000.0,46,Urban
Pattyland,4/23/2019 2:57,13.01,9350000000000.0,59,Urban
Raymondhaven,2/16/2019 4:31,24.31,8960000000000.0,11,Urban
Joneschester,4/24/2019 13:07,9.78,967000000000.0,39,Urban
North Jason,2/19/2019 4:45,15.87,7790000000000.0,6,Urban
Williamsstad,2/22/2019 4:25,20.56,5810000000000.0,59,Urban
West Christopherberg,2/19/2019 19:49,40.98,752000000000.0,32,Urban
South Karenland,3/19/2019 14:50,23.07,5760000000000.0,4,Urban
Rodneyfort,3/7/2019 23:37,7.78,2860000000000.0,34,Urban
Lake Scottton,2/5/2019 11:47,24.54,3770000000000.0,58,Urban
Royland,1/26/2019 21:29,14.68,1750000000000.0,64,Urban
Martinezhaven,1/21/2019 1:50,42.75,9060000000000.0,25,Urban
West Patrickchester,3/17/2019 4:51,17.38,3070000000000.0,25,Urban
Raymondhaven,3/31/2019 17:01,36.29,8960000000000.0,11,Urban
West Robert,3/6/2019 6:10,22.86,2320000000000.0,39,Urban
South Evanton,2/25/2019 18:39,15.06,8870000000000.0,11,Urban
West Christopherberg,3/7/2019 20:09,32.27,2180000000000.0,32,Urban
West Josephberg,4/19/2019 1:55,42.53,6110000000000.0,45,Urban
Liumouth,3/6/2019 7:44,23.53,2430000000000.0,69,Urban
West Christopherberg,2/10/2019 19:41,8.42,836000000000.0,32,Urban
Hurleymouth,2/23/2019 13:48,18.15,6050000000000.0,36,Urban
Port Angela,2/26/2019 10:01,28.52,6780000000000.0,67,Urban
West Samuelburgh,1/31/2019 9:17,14.11,6040000000000.0,73,Urban
North Barbara,4/6/2019 9:03,26.64,929000000000.0,18,Urban
Rodneyfort,4/29/2019 0:20,44.28,6980000000000.0,34,Urban
North Jason,4/5/2019 2:05,31.89,9990000000000.0,6,Urban
Port David,2/11/2019 23:07,10.05,6920000000000.0,7,Urban
Raymondhaven,1/27/2019 15:52,41.76,7330000000000.0,11,Urban
Barajasview,3/12/2019 4:54,37.05,1830000000000.0,26,Urban
Liumouth,1/17/2019 16:17,33.29,3420000000000.0,69,Urban
North Barbara,3/24/2019 6:49,4.05,5340000000000.0,18,Urban
Valentineton,4/3/2019 11:34,18.62,555000000000.0,45,Urban
West Samuelburgh,4/17/2019 19:01,10.58,2070000000000.0,73,Urban
Carriemouth,1/15/2019 6:27,24.13,7420000000000.0,52,Urban
Carriemouth,5/8/2019 4:20,21.99,118000000000.0,52,Urban
Erikaland,2/21/2019 20:28,12.44,2710000000000.0,37,Urban
Grahamburgh,1/18/2019 7:41,23.35,8080000000000.0,61,Urban
East Kaylahaven,1/29/2019 13:01,9.81,2060000000000.0,65,Urban
Carriemouth,2/4/2019 0:29,24.87,6020000000000.0,52,Urban
Justinberg,4/14/2019 14:48,24.34,1490000000000.0,39,Urban
Pattyland,1/1/2019 17:22,42.11,9610000000000.0,59,Urban
Royland,4/9/2019 0:32,22.89,5160000000000.0,64,Urban
Huntermouth,3/14/2019 10:37,30.49,9540000000000.0,37,Urban
Huntermouth,1/17/2019 12:10,41.48,7800000000000.0,37,Urban
Huntermouth,2/3/2019 12:19,31.43,4780000000000.0,37,Urban
South Evanton,2/21/2019 8:05,34.21,5090000000000.0,11,Urban
West Robert,4/12/2019 8:17,32.48,7540000000000.0,39,Urban
Raymondhaven,3/2/2019 4:56,5.19,4180000000000.0,11,Urban
Port Frank,4/2/2019 15:48,13.55,4850000000000.0,23,Urban
West Heidi,3/18/2019 4:53,4.29,4320000000000.0,28,Urban
Amandaburgh,4/1/2019 9:24,24.29,2000000000000.0,12,Urban
Liumouth,2/27/2019 18:08,43.31,1510000000000.0,69,Urban
Barajasview,3/15/2019 22:44,28.3,1310000000000.0,26,Urban
New Kimberlyborough,3/19/2019 15:25,27.37,533000000000.0,33,Urban
West Samuelburgh,1/6/2019 8:34,43.05,9810000000000.0,73,Urban
Lake Scottton,1/28/2019 2:32,23.95,9480000000000.0,58,Urban
North Jason,1/14/2019 20:53,26.58,8640000000000.0,6,Urban
East Kaylahaven,3/23/2019 10:48,4.64,1910000000000.0,65,Urban
Johnton,3/15/2019 8:40,43.5,7130000000000.0,27,Urban
Roberthaven,2/22/2019 19:42,27.48,9420000000000.0,47,Urban
Robertport,1/25/2019 1:33,44.75,6710000000000.0,12,Urban
Joneschester,2/16/2019 2:35,9.48,4160000000000.0,39,Urban
Johnton,5/2/2019 2:19,32.38,8950000000000.0,27,Urban
West Anthony,2/19/2019 22:53,27.9,4270000000000.0,70,Urban
Martinezhaven,3/11/2019 20:07,7.01,7640000000000.0,25,Urban
Port Johnbury,3/30/2019 17:59,15.17,4900000000000.0,3,Urban
Williamsview,4/7/2019 2:32,19.19,8050000000000.0,46,Urban
West Robert,2/23/2019 19:46,33.24,3060000000000.0,39,Urban
Barajasview,3/19/2019 12:17,26.6,5620000000000.0,26,Urban
Williamsstad,5/6/2019 12:39,40.79,8720000000000.0,59,Urban
Justinberg,1/22/2019 9:08,38.3,1290000000000.0,39,Urban
Justinberg,4/16/2019 1:26,16.58,1480000000000.0,39,Urban
Carriemouth,2/17/2019 5:01,22.66,3720000000000.0,52,Urban
South Evanton,4/10/2019 5:38,30.36,5250000000000.0,11,Urban
Simpsonburgh,2/14/2019 22:52,30.0,7640000000000.0,21,Urban
New Kimberlyborough,1/7/2019 5:12,15.22,7020000000000.0,33,Urban
Richardfort,4/3/2019 15:07,40.77,9500000000000.0,38,Urban
Williamsview,1/5/2019 0:44,21.59,6180000000000.0,46,Urban
Carriemouth,1/4/2019 15:56,31.99,4870000000000.0,52,Urban
West Christopherberg,4/6/2019 13:59,25.31,3280000000000.0,32,Urban
New Jacobville,4/10/2019 4:16,42.92,4020000000000.0,50,Urban
Karenberg,4/23/2019 21:11,26.92,9690000000000.0,22,Urban
Johnton,2/28/2019 5:42,12.02,6670000000000.0,27,Urban
Amandaburgh,4/20/2019 2:16,16.27,3510000000000.0,12,Urban
Port Frank,4/25/2019 23:04,19.43,7790000000000.0,23,Urban
Martinezhaven,2/3/2019 6:15,11.61,3420000000000.0,25,Urban
Joneschester,3/9/2019 3:25,39.32,1550000000000.0,39,Urban
West Robert,4/7/2019 6:17,40.69,503000000000.0,39,Urban
West Heidi,2/6/2019 0:47,40.55,6260000000000.0,28,Urban
Lake Jonathanshire,1/24/2019 12:24,34.65,3320000000000.0,5,Urban
Johnton,1/22/2019 13:10,24.17,7410000000000.0,27,Urban
South Karenland,1/31/2019 15:50,36.28,9220000000000.0,4,Urban
Liumouth,1/5/2019 19:32,27.02,3770000000000.0,69,Urban
Port Angela,2/8/2019 0:14,15.58,7390000000000.0,67,Urban
Johnton,2/26/2019 9:36,18.76,6360000000000.0,27,Urban
Pattyland,2/5/2019 0:47,28.81,115000000000.0,59,Urban
Deanville,4/26/2019 4:05,28.44,3330000000000.0,49,Urban
West Anthony,3/3/2019 0:24,20.71,7550000000000.0,70,Urban
South Phillip,2/28/2019 14:54,42.2,9810000000000.0,38,Urban
North Jason,1/5/2019 10:59,16.22,3840000000000.0,6,Urban
Loganberg,1/31/2019 23:29,13.69,4070000000000.0,23,Urban
Port Frank,1/27/2019 13:40,38.97,5940000000000.0,23,Urban
South Evanton,3/6/2019 23:01,44.41,2760000000000.0,11,Urban
West Angela,1/22/2019 2:28,32.18,4240000000000.0,48,Urban
Rodneyfort,4/12/2019 23:29,27.81,5670000000000.0,34,Urban
Carriemouth,4/28/2019 9:25,37.35,4810000000000.0,52,Urban
Hurleymouth,2/28/2019 3:20,44.85,5100000000000.0,36,Urban
Lake Danielberg,3/20/2019 5:37,33.9,25082058503.0,19,Urban
Lake Jonathanshire,3/24/2019 16:27,14.94,1670000000000.0,5,Urban
Williamsview,5/4/2019 14:56,32.8,2680000000000.0,46,Urban
West Josephberg,2/19/2019 20:48,4.07,1350000000000.0,45,Urban
Christopherfurt,4/6/2019 22:33,27.46,7400000000000.0,41,Urban
South Phillip,2/1/2019 12:52,39.27,5310000000000.0,38,Urban
New Paulville,2/18/2019 23:43,38.97,1730000000000.0,44,Urban
Grahamburgh,3/24/2019 13:39,32.17,2400000000000.0,61,Urban
Port Johnbury,2/8/2019 10:29,7.63,3500000000000.0,3,Urban
Port David,3/4/2019 0:41,23.7,6490000000000.0,7,Urban
West Ericstad,4/13/2019 9:52,22.39,5770000000000.0,25,Urban
Karenside,5/3/2019 15:31,32.68,9190000000000.0,5,Urban
Valentineton,2/25/2019 2:33,10.21,4600000000000.0,45,Urban
Martinezhaven,3/21/2019 7:56,39.26,9870000000000.0,25,Urban
Huntermouth,3/21/2019 13:31,27.96,3030000000000.0,37,Urban
Rogerston,3/18/2019 12:47,8.58,4180000000000.0,25,Urban
West Angela,3/7/2019 10:38,14.8,5020000000000.0,48,Urban
Rodneyfort,3/15/2019 10:18,30.83,4180000000000.0,34,Urban
North Jasmine,4/24/2019 8:49,28.24,8270000000000.0,33,Urban
Raymondhaven,1/25/2019 6:48,14.65,3910000000000.0,11,Urban
Richardfort,2/19/2019 14:09,27.11,8690000000000.0,38,Urban
West Josephberg,3/16/2019 7:06,10.04,6780000000000.0,45,Urban
Erikaland,5/7/2019 11:23,22.72,5590000000000.0,37,Urban
Royland,1/15/2019 8:50,4.1,9410000000000.0,64,Urban
Roberthaven,3/27/2019 7:24,11.51,9190000000000.0,47,Urban
Justinberg,4/16/2019 5:05,27.1,1850000000000.0,39,Urban
East Kaylahaven,1/4/2019 23:57,24.37,5740000000000.0,65,Urban
North Jason,2/22/2019 7:07,18.67,190000000000.0,6,Urban
Karenside,2/12/2019 20:45,25.58,6570000000000.0,5,Urban
Raymondhaven,2/28/2019 16:10,11.26,3120000000000.0,11,Urban
Amandaburgh,3/13/2019 12:52,13.88,6220000000000.0,12,Urban
Amandaburgh,4/22/2019 21:34,42.52,1900000000000.0,12,Urban
New Jacobville,4/27/2019 14:11,37.6,8780000000000.0,50,Urban
West Ericstad,4/19/2019 20:35,5.75,3500000000000.0,25,Urban
Christopherfurt,1/4/2019 4:30,15.47,1470000000000.0,41,Urban
Port David,3/27/2019 0:20,18.43,4640000000000.0,7,Urban
Martinezhaven,2/15/2019 2:18,15.93,9620000000000.0,25,Urban
West Robert,2/27/2019 4:29,22.81,5710000000000.0,39,Urban
South Michelleport,3/8/2019 4:18,27.42,3750000000000.0,72,Urban
Robertport,5/3/2019 2:36,31.62,4850000000000.0,12,Urban
West Anthony,2/4/2019 15:04,20.09,4220000000000.0,70,Urban
West Angela,3/20/2019 23:44,23.83,8750000000000.0,48,Urban
South Michelleport,5/7/2019 12:25,4.47,289000000000.0,72,Urban
New Paulville,5/1/2019 13:29,10.3,1060000000000.0,44,Urban
Justinberg,2/19/2019 4:01,36.27,7290000000000.0,39,Urban
Leahton,1/8/2019 11:48,39.81,458000000000.0,17,Urban
Justinberg,2/1/2019 21:16,31.07,2740000000000.0,39,Urban
South Latoya,2/12/2019 16:31,28.92,5780000000000.0,10,Urban
Williamsview,2/8/2019 6:11,25.3,2320000000000.0,46,Urban
Joneschester,1/15/2019 21:21,13.43,2240000000000.0,39,Urban
Williamsstad,1/6/2019 20:14,43.5,2050000000000.0,59,Urban
South Karenland,1/25/2019 8:14,31.02,500000000000.0,4,Urban
Carriemouth,4/1/2019 0:35,27.84,6590000000000.0,52,Urban
Valentineton,1/1/2019 14:42,12.31,4760000000000.0,45,Urban
Christopherfurt,3/12/2019 9:22,35.57,8290000000000.0,41,Urban
Huntermouth,2/5/2019 8:10,28.58,314000000000.0,37,Urban
Deanville,2/17/2019 15:51,25.33,2750000000000.0,49,Urban
North Barbara,5/5/2019 9:46,26.54,4330000000000.0,18,Urban
West Angela,1/25/2019 12:19,41.05,4600000000000.0,48,Urban
Martinezhaven,4/15/2019 9:17,35.45,4820000000000.0,25,Urban
West Anthony,1/12/2019 19:38,37.66,410000000000.0,70,Urban
West Samuelburgh,4/25/2019 15:55,26.44,4340000000000.0,73,Urban
West Josephberg,4/29/2019 10:20,28.73,1730000000000.0,45,Urban
Liumouth,4/11/2019 13:52,15.55,6830000000000.0,69,Urban
Karenside,4/4/2019 14:32,42.27,6770000000000.0,5,Urban
Loganberg,4/4/2019 8:04,25.93,186000000000.0,23,Urban
Johnton,1/21/2019 3:20,28.59,5600000000000.0,27,Urban
Carriemouth,3/8/2019 13:35,34.32,7980000000000.0,52,Urban
South Latoya,1/2/2019 0:44,43.72,390000000000.0,10,Urban
South Phillip,3/25/2019 8:38,7.04,7930000000000.0,38,Urban
Lake Danielberg,3/21/2019 19:46,14.12,8570000000000.0,19,Urban
Jerryton,1/27/2019 5:35,5.21,2370000000000.0,64,Urban
Simpsonburgh,4/28/2019 10:54,10.07,2990000000000.0,21,Urban
Amandaburgh,2/6/2019 10:02,11.93,7550000000000.0,12,Urban
